City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
523,Sur,OM,22.5667,59.5289,84.11,79,0,14.18,clear sky
524,Roswell,US,34.0232,-84.3616,88.41,70,1,1.99,clear sky
525,Pangnirtung,CA,66.1451,-65.7125,41.0,70,75,10.36,broken clouds
526,Dawlatabad,AF,36.4141,64.9053,88.72,22,0,4.7,clear sky
527,Yaroslavskaya,RU,44.6106,40.4642,53.51,93,97,4.21,overcast clouds
528,Mangrol,IN,21.1167,70.1167,84.97,70,16,10.33,few clouds
529,Bullhead City,US,35.1478,-114.5683,104.32,10,1,21.85,clear sky
530,Athabasca,CA,54.7169,-113.2854,66.61,38,98,11.16,overcast clouds
531,Gayeri,BF,12.6497,0.4931,95.79,31,87,11.61,overcast clouds
532,Aosta,IT,45.7667,7.4167,58.6,89,12,3.76,few clouds
533,Xacmaz,AZ,41.4635,48.806,62.2,82,60,4.72,broken clouds
534,College,US,64.8569,-147.8028,66.58,53,75,6.91,broken clouds
535,Banda Aceh,ID,5.5577,95.3222,79.77,75,100,13.06,overcast clouds
536,Surgut,RU,61.25,73.4167,44.78,81,0,5.75,clear sky
537,Kalabo,ZM,-14.97,22.6814,57.11,49,92,6.04,overcast clouds
538,Tenenkou,ML,14.4572,-4.9169,91.42,26,92,24.54,overcast clouds
539,Mazatlan,MX,23.2167,-106.4167,90.01,77,3,5.99,clear sky
540,Susa,TN,35.8254,10.637,77.52,88,0,17.94,clear sky
541,Nouakchott,MR,18.0858,-15.9785,105.73,56,1,21.7,clear sky
542,Morondava,MG,-20.2833,44.2833,73.89,55,50,12.84,scattered clouds
543,Ipixuna,BR,-1.7625,-48.8043,85.95,79,100,2.57,overcast clouds
544,Taicheng,CN,38.731,113.228,61.32,36,100,5.39,light rain
545,Ballina,AU,-28.8667,153.5667,47.95,97,13,0.0,few clouds
546,Emerald,AU,-23.5333,148.1667,45.34,65,0,5.75,clear sky
547,Dali,CN,25.7,100.1833,62.42,90,74,4.72,broken clouds
548,Lookan,PH,5.037,120.1027,82.29,75,100,3.15,overcast clouds
549,Shimizu,JP,43.0061,142.8847,54.36,87,88,6.15,overcast clouds
550,Riyadh,SA,24.6877,46.7219,102.25,8,0,5.75,clear sky
551,Qasigiannguit,GL,68.8193,-51.1922,43.05,79,80,3.96,broken clouds
552,Kapit,MY,2.0167,112.9333,72.81,99,100,0.34,overcast clouds
553,Chitral,PK,35.8462,71.7858,75.61,42,0,5.61,clear sky
554,Plettenberg Bay,ZA,-34.0527,23.3716,68.5,26,3,10.94,clear sky
555,Iqaluit,CA,63.7506,-68.5145,37.13,69,75,4.0,broken clouds
556,Kavieng,PG,-2.5744,150.7967,81.34,77,90,7.43,light rain
